Region,Cases,Cases/100k pop.,Deaths,Intensive care
Blekinge,11129,6972.79541015625,128,47
Dalarna,23506,8162.76953125,329,160
Gotland,3598,6028.21435546875,49,29
Gävleborg,32801,11413.7280273438,543,227
Halland,37657,11279.6843261719,308,160
Jämtland Härjedalen,10741,8211.14599609375,120,58
Jönköping,38761,10660.3706054688,545,310
Kalmar,20237,8244.99072265625,235,96
Kronoberg,18428,9146.81640625,302,108
Norrbotten,20429,8168.56127929688,249,173
Skåne,139462,10121.8803710938,1677,573
Stockholm,227828,9584.35986328125,4160,1993
Sörmland,22476,7553.94213867188,446,317
Uppsala,36069,9399.994140625,517,360
Värmland,16425,5815.92993164063,197,99
Västerbotten,20695,7615.84765625,178,140
Västernorrland,23312,9501.64453125,458,154
Västmanland,24411,8849.53515625,343,105
Västra Götaland,168948,9789.08740234375,2290,1254
Örebro,28026,9194.73095703125,322,206
Östergötland,35581,7643.69140625,604,300
