Region,Hospitalized with symptoms,Intensive care,Total hospitalized,Home isolated,Total positives,Healed/Discharged,Deceased,Cases of diagnostic suspicion,Cases from screening,Total cases,Tested cases
Abruzzo,100,7,107,1142,1249,3150,487,4131,755,4886,138835
Basilicata,35,0,35,413,448,514,35,433,564,997,79502
Calabria,42,1,43,595,638,1447,103,1159,1029,2188,216285
Campania,576,63,639,8958,9597,7161,475,15420,1813,17233,437971
Emilia-Romagna,226,14,240,5369,5609,26812,4493,31848,5066,36914,709568
Friuli Venezia Giulia,23,6,29,1112,1141,3794,355,4853,437,5290,195965
Lazio,853,57,910,8276,9186,8983,966,8987,10148,19135,815474
Liguria,199,26,225,2050,2275,10780,1615,10165,4505,14670,181069
Lombardia,371,44,415,10713,11128,82744,16980,97697,13155,110852,1424471
Marche,37,3,40,1105,1145,6262,992,8399,0,8399,154836
Molise,8,0,8,144,152,524,25,659,42,701,45640
P.A. Bolzano,35,2,37,760,797,2799,292,3888,0,3888,98176
P.A. Trento,20,0,20,661,681,5307,406,3843,2551,6394,104126
Piemonte,345,22,367,3943,4310,29113,4172,24243,13352,37595,462323
Puglia,300,23,323,3227,3550,4960,606,2603,6513,9116,315837
Sardegna,133,23,156,2413,2569,2012,161,2144,2598,4742,176462
Sicilia,376,35,411,3490,3901,4478,333,5583,3129,8712,387714
Toscana,140,30,170,4951,5121,10801,1173,13074,4021,17095,548458
Umbria,55,8,63,937,1000,1970,87,1810,1247,3057,133522
Valle d'Aosta,4,2,6,133,139,1117,146,1262,140,1402,21200
Veneto,208,21,229,5245,5474,22821,2209,21936,8568,30504,796159
