Region,Cases,Cases/100k pop.,Deaths,Intensive care
Blekinge,3729,2336.37841796875,33,20
Dalarna,9301,3229.89526367188,219,81
Gotland,2057,3446.36938476563,25,16
Gävleborg,12907,4491.23486328125,283,116
Halland,10180,3049.2919921875,126,61
Jämtland Härjedalen,3975,3038.75854492188,70,35
Jönköping,15577,4284.115234375,293,158
Kalmar,5409,2203.74340820313,102,43
Kronoberg,7564,3754.423828125,176,48
Norrbotten,7123,2848.14038085938,129,92
Skåne,56017,4065.60473632813,618,260
Stockholm,108953,4583.478515625,3113,1294
Sörmland,8084,2716.94555664063,304,179
Uppsala,16178,4216.171875,351,217
Värmland,5318,1883.05114746094,116,50
Västerbotten,7287,2681.64697265625,69,55
Västernorrland,9057,3691.50634765625,197,78
Västmanland,12458,4516.3046875,239,79
Västra Götaland,63614,3685.8857421875,1146,658
Örebro,12328,4044.55297851563,209,110
Östergötland,12323,2647.28955078125,349,165
